INCD_NO,INCD_START,INCD_END,FIRE_NAME,FIRE_AR_HA,FIRE_TYPE,IGN_DATE,IGN_SEASON,IGN_CAUSE1,IGN_CAUSE2,SEVERITY,COMMENTS,SHAPE_AREA,SHAPE_LEN
300,1993/01/12 00:00:00+00,1993/01/17 00:00:00+00,Storys Creek 2 (FT),108.75427375,Bushfire,1993/01/12 00:00:00+00,19921993,Deliberate,Arson,,,1087542.73751,4313.53165798
302,1993/01/22 00:00:00+00,1993/01/23 00:00:00+00,Denison Beach (FT),32.82463154,Bushfire,1993/01/22 00:00:00+00,19921993,Deliberate,Arson,,,328246.315366,2661.77798277
301,1993/02/08 00:00:00+00,1993/02/09 00:00:00+00,Ferrars Tier East (FT),1.717776,Bushfire,1993/02/08 00:00:00+00,19921993,Deliberate,Arson,,,17177.7600114,546.08709475
400,1993/02/11 00:00:00+00,1993/02/12 00:00:00+00,Mickeys Bay (FT),6.43982288,Bushfire,1993/02/11 00:00:00+00,19921993,Accidental,Accident,,,64398.2288464,1073.07320032
202,1993/02/20 00:00:00+00,1993/02/22 00:00:00+00,River Ouse (FT),49.01484275,Bushfire,1993/02/20 00:00:00+00,19921993,Undetermined,Unknown,,,490148.42747,2697.10166413
201,1993/03/13 00:00:00+00,1993/03/14 00:00:00+00,Lyell Highway (FT),15.27203095,Bushfire,1993/03/13 00:00:00+00,19921993,Accidental,Escape,,,152720.309545,1992.66858104
308,1993/10/08 00:00:00+00,1993/10/09 00:00:00+00,Eagle Ridge 1 (FT),32.54987375,Bushfire,1993/10/08 00:00:00+00,19931994,Accidental,Escape,,,325498.73749,2537.18672155
,1993/11/07 00:00:00+00,1993/11/08 00:00:00+00,Tebrakunna Rd 1 (FT),91.16898267,Bushfire,1993/11/07 00:00:00+00,19931994,Deliberate,Arson,,,911689.826692,5179.41412409
168214,2010/02/19 00:00:00+00,2010/02/28 00:00:00+00,Craigburn Road,39.26468393,Bushfire,2010/02/19 00:00:00+00,20092010,Undetermined,Unknown,,,392646.839315,2662.44254077
207,1983/12/19 00:00:00+00,1983/12/23 00:00:00+00,Dromedary 1 (FT),80.43818661,Bushfire,1983/12/19 00:00:00+00,19831984,Deliberate,Arson,,,804381.866073,4213.54173528
202,1983/12/19 00:00:00+00,1983/12/24 00:00:00+00,Blackbobs 1 (FT),802.16417739,Bushfire,1983/12/19 00:00:00+00,19831984,Undetermined,Unknown,,,8021641.7739,11824.792416
204,1983/12/19 00:00:00+00,1983/12/24 00:00:00+00,Army Area 1 (FT),77.55548627,Bushfire,1983/12/19 00:00:00+00,19831984,Accidental,Escape,,,775554.86267,4910.3385691
100,1993/11/16 00:00:00+00,1993/11/16 00:00:00+00,Detention River 1 (FT),161.87419188,Bushfire,1993/11/16 00:00:00+00,19931994,Accidental,Escape,,,1618741.91884,7696.59295073
205,1993/11/29 00:00:00+00,1993/12/01 00:00:00+00,Pelham Road 1 (FT),1.09531704,Bushfire,1993/11/29 00:00:00+00,19931994,Deliberate,Arson,,,10953.170449,383.758076798
601,1993/11/29 00:00:00+00,1993/12/16 00:00:00+00,Meunna Hills 1 (FT),7.14952434,Bushfire,1993/11/29 00:00:00+00,19931994,Deliberate,Arson,,,71495.2433505,1831.4444441
206,1993/12/01 00:00:00+00,1993/12/02 00:00:00+00,Lyell Highway 5 (FT),1.83498081,Bushfire,1993/12/01 00:00:00+00,19931994,Deliberate,Arson,,,18349.8081498,494.747099114
410,1993/12/21 00:00:00+00,1993/12/22 00:00:00+00,Hastings Bay 1 (FT),93.51840417,Bushfire,1993/12/21 00:00:00+00,19931994,Accidental,Accident,,,935184.041732,4244.06589847
4,1994/01/14 00:00:00+00,1994/01/16 00:00:00+00,Great Forester River (FT),98.00110436,Bushfire,1994/01/14 00:00:00+00,19931994,Deliberate,Arson,,,980011.043607,4309.92259427
201,1994/03/07 00:00:00+00,1994/03/11 00:00:00+00,Dawsons Hill 1 (FT),3.13695016,Bushfire,1994/03/07 00:00:00+00,19931994,Deliberate,Arson,,,31369.5016123,817.342469897
201,1980/11/16 00:00:00+00,1980/11/17 00:00:00+00,Cathedral 1 (FT),85.0812615,Bushfire,1980/11/16 00:00:00+00,19801981,Undetermined,Unknown,,,850812.615025,4072.99847433
203,1980/12/09 00:00:00+00,1980/12/11 00:00:00+00,Mt Brown 1 (FT),51.83160894,Bushfire,1980/12/09 00:00:00+00,19801981,Undetermined,Unknown,,,518316.089374,3283.27950973
142299,2008/01/12 00:00:00+00,2008/01/12 00:00:00+00,Mt Black,0.39823976,Bushfire,2008/01/12 00:00:00+00,20072008,Deliberate,Arson,,,3982.39758943,313.120928855
167396,2010/01/31 00:00:00+00,2010/03/26 00:00:00+00,Wayatinah,6285.23943228,Bushfire,2010/01/31 00:00:00+00,20092010,Deliberate,Arson,,Believed deliberately lit,62852394.3228,121513.805432
204,1980/12/09 00:00:00+00,1980/12/09 00:00:00+00,Mt Wedge 1 (FT),1.17660456,Bushfire,1980/12/09 00:00:00+00,19801981,Undetermined,Unknown,,,11766.0456023,390.420826876
205,1980/12/11 00:00:00+00,1980/12/12 00:00:00+00,Dee Lagoon 1 (FT),44.51939484,Bushfire,1980/12/11 00:00:00+00,19801981,Undetermined,Unknown,,,445193.948401,2640.37492353
206,1980/12/23 00:00:00+00,1980/12/24 00:00:00+00,Angus Rivulet 1 (FT),12.80452257,Bushfire,1980/12/23 00:00:00+00,19801981,Undetermined,Unknown,,,128045.225741,1286.54086532
207,1980/12/23 00:00:00+00,1980/12/24 00:00:00+00,2 canal 1 (FT),5.80730547,Bushfire,1980/12/23 00:00:00+00,19801981,Undetermined,Unknown,,,58073.054691,865.144456012
8,1981/01/07 00:00:00+00,1981/01/07 00:00:00+00,Garibaldi Road (FT),33.26737634,Bushfire,1981/01/07 00:00:00+00,19801981,Undetermined,Unknown,,,332673.763386,2992.17452049
303,1981/01/08 00:00:00+00,1981/01/22 00:00:00+00,Cygnet River 1 (FT),473.87501484,Bushfire,1981/01/08 00:00:00+00,19801981,Accidental,Escape,,,4738750.1484,9639.52799509
209,1981/01/08 00:00:00+00,1981/01/08 00:00:00+00,Buckland Rd 1 (FT),63.98942741,Bushfire,1981/01/08 00:00:00+00,19801981,Accidental,Escape,,,639894.27412,3706.75466911
302,1981/01/08 00:00:00+00,1981/01/09 00:00:00+00,Mt Connection 1 (FT),300.49881446,Bushfire,1981/01/08 00:00:00+00,19801981,Accidental,Escape,,,3004988.14457,9760.36041497
211,1981/01/13 00:00:00+00,1981/01/15 00:00:00+00,Mt Brown 2 (FT),46.32461002,Bushfire,1981/01/13 00:00:00+00,19801981,Accidental,Escape,,,463246.100197,3207.34950731
213,1981/02/01 00:00:00+00,1981/02/03 00:00:00+00,Lake King William 3 (FT),6.93222162,Bushfire,1981/02/01 00:00:00+00,19801981,Undetermined,Unknown,,,69322.2162337,1080.71377425
21,1981/02/07 00:00:00+00,1981/02/09 00:00:00+00,Mt Helen North (FT),20.69511173,Bushfire,1981/02/07 00:00:00+00,19801981,Deliberate,Arson,,,206951.117308,2296.15523781
214,1981/02/27 00:00:00+00,1981/03/01 00:00:00+00,Newitts PP1 (FT),23.36937711,Bushfire,1981/02/27 00:00:00+00,19801981,Accidental,Escape,,,233693.771128,1843.20793194
316,1981/03/19 00:00:00+00,1981/03/30 00:00:00+00,Jimmys Creek (FT),83.20571012,Bushfire,1981/03/19 00:00:00+00,19801981,Accidental,Escape,,,832057.101228,4944.15108471
208,1980/12/11 00:00:00+00,1980/12/12 00:00:00+00,Angus Rivulet 2 (FT),24.74198504,Bushfire,1980/12/11 00:00:00+00,19801981,Undetermined,Unknown,,,247419.850368,1840.2382677
142217,2008/01/11 00:00:00+00,2008/02/07 00:00:00+00,Old Station Road,844.26762181,Bushfire,2008/01/12 00:00:00+00,20072008,Undetermined,Other,,,8442676.21814,18352.3104948
142385,2008/01/14 00:00:00+00,2008/01/19 00:00:00+00,Reatta road,5.91716871,Bushfire,2008/01/14 00:00:00+00,20072008,Deliberate,Arson,,Cataract Gorge land,59171.6870626,1075.89103084
142999,2008/01/27 00:00:00+00,2008/03/05 00:00:00+00,Long Spur,378.60671801,Bushfire,2008/01/27 00:00:00+00,20072008,Natural,Lightning,,,3786067.18013,11023.8761572
143002,2008/01/27 00:00:00+00,2008/01/30 00:00:00+00,Snake Island,1.43222947,Bushfire,2008/02/20 00:00:00+00,20072008,Undetermined,Undetermined cause,,,14322.2947429,502.862520053
1800,1998/03/16 00:00:00+00,1998/03/17 00:00:00+00,Styx Coupes (FT),129.90982182,Bushfire,1998/03/16 00:00:00+00,19971998,Accidental,Escape,,,1299098.21823,16375.996144
181145,2011/03/15 00:00:00+00,2011/03/23 00:00:00+00,Cape Barren Island,882.1018497,Bushfire,2011/03/15 00:00:00+00,20102011,Undetermined,Unknown,,,8821018.49695,19279.0204537
181377,2011/03/20 00:00:00+00,2011/03/20 00:00:00+00,Midlands Highway,2.26010103,Bushfire,2011/03/20 00:00:00+00,20102011,Undetermined,Unknown,,,22601.0102904,725.865602406
189718,2011/12/26 00:00:00+00,2012/01/04 00:00:00+00,Auburn Road,24.74836924,Bushfire,2011/12/26 00:00:00+00,20112012,Undetermined,Unknown,,,247483.692399,2949.22157397
189997,2012/01/02 00:00:00+00,2012/01/05 00:00:00+00,Lilydale Road,1.21019516,Bushfire,2012/01/02 00:00:00+00,20112012,Undetermined,Unknown,,,12101.9516046,399.362705415
190017,2012/01/03 00:00:00+00,2012/01/04 00:00:00+00,Foleys Road,0.70608211,Bushfire,2012/01/03 00:00:00+00,20112012,Undetermined,Unknown,,,7060.82110608,399.214857277
81820003,1981/11/02 00:00:00+00,1981/11/06 00:00:00+00,Killymoon - Valley Road (FT),642.37458254,Bushfire,1981/11/02 00:00:00+00,19811982,Accidental,Escape,,,6423745.82541,11346.4551547
14,1999/03/04 00:00:00+00,1999/03/11 00:00:00+00,Barlows Creek (FT),567.69780543,Bushfire,1999/03/04 00:00:00+00,19981999,Deliberate,Arson,,,5676978.05428,10095.1846774
138248,2007/09/20 00:00:00+00,2007/09/20 00:00:00+00,Courland Bay Rd Bicheno,3.18807604,Bushfire,2007/09/18 00:00:00+00,20072008,Undetermined,Other,,Possible escape from private FRB,31880.760442,942.205042315
138383,2007/09/24 00:00:00+00,2007/10/01 00:00:00+00,Stieglitz,144.78343318,Bushfire,2007/09/24 00:00:00+00,20072008,Undetermined,Other,,,1447834.33183,6019.07368525
138692,2007/10/06 00:00:00+00,2007/10/06 00:00:00+00,Millingtons Beach,0.97103351,Bushfire,2007/10/06 00:00:00+00,20072008,Undetermined,Unknown,,,9710.33507095,431.55105605
138717,2007/10/07 00:00:00+00,2007/10/15 00:00:00+00,"Tasman Highway, St Helens",399.3785133,Bushfire,2007/10/07 00:00:00+00,20072008,Accidental,Escape,,Dummy map,3993785.13295,7747.39149765
138956,2007/10/16 00:00:00+00,2007/10/30 00:00:00+00,Cripps Creek,62.89066234,Bushfire,2007/10/15 00:00:00+00,20072008,Accidental,Escape,,,628906.623362,7225.26016032
139083,2007/10/19 00:00:00+00,2007/10/21 00:00:00+00,Musselroe/ Mt William NP,1.77839875,Bushfire,2007/10/19 00:00:00+00,20072008,Deliberate,Arson,,TFS repsonded called for back up,17783.9874869,743.485041852
144888,2008/03/18 00:00:00+00,2008/03/18 00:00:00+00,Lyell Hwy  - Mt Arrowsmith,0.25440905,Bushfire,2008/03/18 00:00:00+00,20072008,Undetermined,Other,,Dummy map fire < 1ha,2544.09052722,209.112898677
303,1986/12/02 00:00:00+00,1986/12/07 00:00:00+00,Royalty 1 (FT),112.58771027,Bushfire,1986/12/02 00:00:00+00,19861987,Accidental,Escape,,,1125877.10274,5303.20347507
302,1986/12/03 00:00:00+00,1986/12/05 00:00:00+00,Reynolds Hill 1 (FT),86.18735714,Bushfire,1986/12/03 00:00:00+00,19861987,Undetermined,Unknown,,,861873.571409,5285.89245147
300,1986/12/04 00:00:00+00,1986/12/07 00:00:00+00,Moaners Tier 1 (FT),10.18587966,Bushfire,1986/12/04 00:00:00+00,19861987,Accidental,Escape,,,101858.796633,2149.17867864
612,1986/12/05 00:00:00+00,1986/12/12 00:00:00+00,Ragged Basin 1 (FT),621.458347,Bushfire,1986/12/05 00:00:00+00,19861987,Accidental,Accident,,,6214583.47002,19587.7995801
229,1998/03/21 00:00:00+00,1998/03/22 00:00:00+00,Buckland Firewood Area (FT),3.14143222,Bushfire,1998/03/21 00:00:00+00,19971998,Undetermined,Other,,,31414.3221968,628.325886407
27,1998/03/22 00:00:00+00,1998/03/27 00:00:00+00,Peacock Creek GL213B (FT),764.09103387,Bushfire,1998/03/22 00:00:00+00,19971998,Deliberate,Arson,,,7640910.33865,14954.0388801
230,1998/03/22 00:00:00+00,1998/03/30 00:00:00+00,Black Hills (FT),1813.63707041,Bushfire,1998/03/22 00:00:00+00,19971998,Undetermined,Unknown,,,18136370.7041,22055.6130534
146151,2008/04/21 00:00:00+00,2008/04/21 00:00:00+00,Five Mile Road,6690.60286841,Bushfire,2008/04/21 00:00:00+00,20072008,Deliberate,Arson,,,66906028.6841,55638.9028729
146992,2008/05/19 00:00:00+00,2008/06/04 00:00:00+00,Dianas Basin,1.23236078,Bushfire,2008/05/19 00:00:00+00,20072008,Deliberate,Arson,,,12323.6077676,574.992894871
190727,2012/01/20 00:00:00+00,2012/01/30 00:00:00+00,Logan Road,291.71908864,Bushfire,2012/01/20 00:00:00+00,20112012,Undetermined,Unknown,,,2917190.88643,13353.6068952
82,1995/10/20 00:00:00+00,1995/10/23 00:00:00+00,Bolch's Run (FT),345.26747353,Bushfire,1995/10/20 00:00:00+00,19951996,Undetermined,Other,,,3452674.73532,10784.8673971
704,1995/11/03 00:00:00+00,1995/11/04 00:00:00+00,Clarence River (FT),5.00507348,Bushfire,1995/11/03 00:00:00+00,19951996,Accidental,Escape,,,50050.7347942,885.373442055
705,1995/12/01 00:00:00+00,1995/12/02 00:00:00+00,Bronte Lagoon (FT),9.06344539,Bushfire,1995/12/01 00:00:00+00,19951996,Deliberate,Arson,,,90634.4538506,1142.58526268
706,1995/12/16 00:00:00+00,1995/12/18 00:00:00+00,Black Bobs (FT),3.71917923,Bushfire,1995/12/16 00:00:00+00,19951996,Undetermined,Other,,,37191.7923385,716.520510225
86,1995/12/18 00:00:00+00,1995/12/18 00:00:00+00,North Scottsdale (FT),7.96136407,Bushfire,1995/12/18 00:00:00+00,19951996,Deliberate,Arson,,,79613.6407008,1233.06280186
708,1995/12/26 00:00:00+00,1995/12/27 00:00:00+00,Tungatinah (FT),3.70166661,Bushfire,1995/12/26 00:00:00+00,19951996,Deliberate,Arson,,,37016.6660892,758.511417971
707,1995/12/26 00:00:00+00,1995/12/27 00:00:00+00,Snake Tier (FT),6.65675144,Bushfire,1995/12/26 00:00:00+00,19951996,Deliberate,Arson,,,66567.5143593,944.405803644
139033,2007/10/18 00:00:00+00,2007/11/01 00:00:00+00,Badger Head Road,167.28835382,Bushfire,2007/10/19 00:00:00+00,20072008,Accidental,Escape,,,1672883.53821,7217.11226044
139142,2007/10/21 00:00:00+00,2007/11/06 00:00:00+00,Pittwater Road #2,0.25725026,Bushfire,2007/10/20 00:00:00+00,20072008,Undetermined,Unknown,,,2572.50258867,194.432056514
139235,2007/10/24 00:00:00+00,2007/10/31 00:00:00+00,Banca Road,17.62868491,Bushfire,2007/10/24 00:00:00+00,20072008,Deliberate,Arson,,,176286.849065,2594.32218857
206,1988/02/10 00:00:00+00,1988/02/16 00:00:00+00,Black Bobs Rivulet 1 (FT),3.25775707,Bushfire,1988/02/10 00:00:00+00,19871988,Accidental,Escape,,,32577.5706722,728.010329502
205,1988/02/18 00:00:00+00,1988/02/19 00:00:00+00,Simpsons Creek 1 (FT),2.32539138,Bushfire,1988/02/18 00:00:00+00,19871988,Deliberate,Arson,,,23253.9138038,611.662255834
204,1988/02/24 00:00:00+00,1988/02/27 00:00:00+00,Duckholes Lagoons 1 (FT),5.0850468,Bushfire,1988/02/24 00:00:00+00,19871988,Deliberate,Arson,,,50850.468041,1019.62820334
118893,2006/01/21 00:00:00+00,2006/01/23 00:00:00+00,Moulting Bay,0.72584477,Bushfire,2006/01/21 00:00:00+00,20052006,Undetermined,Undetermined cause,,,7258.44773049,358.14047644
119070,2006/01/26 00:00:00+00,2006/02/01 00:00:00+00,Mt Farrell,249.84768711,Bushfire,2006/01/27 00:00:00+00,20052006,Deliberate,Arson,,Area of origin determined by method of ign unknown,2498476.87113,10105.6921631
118684,2006/01/17 00:00:00+00,2006/01/27 00:00:00+00,Port Latta,384.06135923,Bushfire,2006/01/27 00:00:00+00,20052006,Undetermined,Unknown,,Area of origin located under Transend HV Transmission Line,3840613.59229,9530.67492825
205,1986/12/06 00:00:00+00,1986/12/08 00:00:00+00,Blue Hill 1 (FT),94.06684717,Bushfire,1986/12/06 00:00:00+00,19861987,Accidental,Escape,,,940668.471741,4480.18739164
206,1986/12/06 00:00:00+00,1986/12/09 00:00:00+00,Brown Marsh 1 (FT),43.00477519,Bushfire,1986/12/06 00:00:00+00,19861987,Deliberate,Arson,,,430047.751943,2732.69521473
608,1986/12/06 00:00:00+00,1986/12/07 00:00:00+00,E Snow Hill 1 (FT),30.3550101,Bushfire,1986/12/06 00:00:00+00,19861987,Accidental,Escape,,,303550.100995,3484.32934954
207,1986/12/30 00:00:00+00,1986/12/31 00:00:00+00,Dry Hills Creek1 (FT),1.83426037,Bushfire,1986/12/30 00:00:00+00,19861987,Accidental,Escape,,,18342.6036541,564.334808216
208,1987/02/01 00:00:00+00,1987/02/10 00:00:00+00,Boyer 1 (FT),1446.70642866,Bushfire,1987/02/01 00:00:00+00,19861987,Deliberate,Arson,,,14467064.2866,16614.7575218
301,1987/03/13 00:00:00+00,1987/03/15 00:00:00+00,Snow 1 (FT),49.46675298,Bushfire,1987/03/13 00:00:00+00,19861987,Accidental,Escape,,,494667.52979,6812.73895221
132742,2007/03/21 00:00:00+00,2007/03/22 00:00:00+00,Northdown Beach Pardoe Point CA #2,0.31040899,Bushfire,2007/03/21 00:00:00+00,20062007,Deliberate,Arson,,,3104.0898594,250.492576426
133449,2007/04/10 00:00:00+00,2007/04/20 00:00:00+00,Snug Plains,118.40208585,Bushfire,2007/04/10 00:00:00+00,20062007,Undetermined,Unknown,,Boundary as at 14/4/07,1184020.85847,6433.0124757
133481,2007/04/11 00:00:00+00,2007/04/23 00:00:00+00,Rotherwood Rd Jericho,19.15128401,Bushfire,2007/04/11 00:00:00+00,20062007,Undetermined,Unknown,,Boundary as at 12/4/07,191512.840144,2306.08124655
6,1994/03/17 00:00:00+00,1994/03/17 00:00:00+00,Tuckers Creek 1 (FT),8.95171289,Bushfire,1994/03/17 00:00:00+00,19931994,Deliberate,Arson,,,89517.1288891,1211.63935249
7,1994/03/17 00:00:00+00,1994/03/20 00:00:00+00,Symons Creek 1 (FT),53.13218912,Bushfire,1994/03/17 00:00:00+00,19931994,Deliberate,Arson,,,531321.891175,4055.19321311
8,1994/03/25 00:00:00+00,1994/03/26 00:00:00+00,Goanna Road 1 (FT),24.62271649,Bushfire,1994/03/25 00:00:00+00,19931994,Deliberate,Arson,,,246227.164853,2221.78820558
200,1994/03/26 00:00:00+00,1994/03/31 00:00:00+00,Binney Dam 1 (FT),143.97636908,Bushfire,1994/03/26 00:00:00+00,19931994,Deliberate,Arson,,,1439763.69084,5338.57414986
401,1994/04/26 00:00:00+00,1994/04/28 00:00:00+00,Daniel's Bay 1 (FT),85.37066732,Bushfire,1994/04/26 00:00:00+00,19931994,Deliberate,Arson,,,853706.673228,4627.41297274
203,2002/11/12 00:00:00+00,2002/11/13 00:00:00+00,No1 Canal Fire (FT),8.67920094,Bushfire,2002/11/12 00:00:00+00,20022003,Undetermined,Other,,,86792.009407,5256.70081739
204,2002/11/12 00:00:00+00,2002/11/13 00:00:00+00,Monpeelyata Road (FT),3.97674638,Bushfire,2002/11/12 00:00:00+00,20022003,Deliberate,Arson,,,39767.4637691,921.603648988
14,2002/11/17 00:00:00+00,2003/06/11 00:00:00+00,Lone Star Ridge Rd (FT),2.46626619,Bushfire,2002/11/17 00:00:00+00,20022003,Undetermined,Unknown,,,24662.6619495,921.955329319
600,2002/11/23 00:00:00+00,2002/11/24 00:00:00+00,New Haven Road (FT),83.52411551,Bushfire,2002/11/23 00:00:00+00,20022003,Accidental,Escape,,,835241.155093,3605.46555909
202,2002/11/12 00:00:00+00,2002/11/12 00:00:00+00,Butlers Slush,0.19541797,Bushfire,2002/11/12 00:00:00+00,20022003,Deliberate,Arson,,,1954.17965764,156.906061646
12,2002/11/15 00:00:00+00,2003/06/11 00:00:00+00,GC034D,0.19896654,Bushfire,2002/11/15 00:00:00+00,20022003,Undetermined,Other,,,1989.66535857,158.324148085
908,1987/09/23 00:00:00+00,1987/09/26 00:00:00+00,Mt Bains 1 (FT),588.41469027,Bushfire,1987/09/23 00:00:00+00,19871988,Accidental,Escape,,,5884146.9027,20210.0773827
225,1987/09/24 00:00:00+00,1987/09/26 00:00:00+00,Thornburys Road 1 (FT),169.46698384,Bushfire,1987/09/24 00:00:00+00,19871988,Undetermined,Unknown,,,1694669.83841,6030.67044834
226,1987/09/24 00:00:00+00,1987/09/25 00:00:00+00,Runnymede 1 (FT),51.68331041,Bushfire,1987/09/24 00:00:00+00,19871988,Accidental,Escape,,,516833.104088,3918.12498155
125534,2006/09/01 00:00:00+00,2006/09/05 00:00:00+00,Cliffords Hill (FT),18.22423853,Bushfire,2006/09/01 00:00:00+00,20062007,Accidental,Escape,,,182242.385294,2500.44383762
126436,2006/10/02 00:00:00+00,2006/10/05 00:00:00+00,Fraser Road / Lanka (FT),11.13169931,Bushfire,2006/10/02 00:00:00+00,20062007,Undetermined,Undetermined cause,,,111316.993067,2144.66658996
126438,2006/10/02 00:00:00+00,2006/10/07 00:00:00+00,Glennons Road (FT),200.78601149,Bushfire,2006/10/02 00:00:00+00,20062007,Accidental,Escape,,,2007860.11493,9691.49661023
126886,2006/10/13 00:00:00+00,2006/10/15 00:00:00+00,Gads Hill (FT),7.20575402,Bushfire,2006/10/13 00:00:00+00,20062007,Deliberate,Arson,,,72057.540246,1400.91117529
126887,2006/10/13 00:00:00+00,2006/10/15 00:00:00+00,Great Bend Road (FT),2.11422987,Bushfire,2006/10/13 00:00:00+00,20062007,Deliberate,Arson,,,21142.2986735,714.025190307
208,1983/12/20 00:00:00+00,1984/01/06 00:00:00+00,Tooms 1 (FT),1394.22574564,Bushfire,1983/12/20 00:00:00+00,19831984,Undetermined,Unknown,,,13942257.4564,24620.4252529
205,1983/12/21 00:00:00+00,1983/12/23 00:00:00+00,Murdunna1 (FT),37.8599917,Bushfire,1983/12/21 00:00:00+00,19831984,Accidental,Escape,,,378599.916987,2572.86635705
209,1983/12/22 00:00:00+00,1983/12/24 00:00:00+00,McGuire 1 (FT),760.22352333,Bushfire,1983/12/22 00:00:00+00,19831984,Accidental,Escape,,,7602235.23328,12000.1259901
211,1983/12/23 00:00:00+00,1983/12/28 00:00:00+00,Colonels 1 (FT),577.88558247,Bushfire,1983/12/23 00:00:00+00,19831984,Undetermined,Unknown,,,5778855.82473,15052.7703859
213,1983/12/30 00:00:00+00,1984/01/06 00:00:00+00,Diamond 1 (FT),600.13880652,Bushfire,1983/12/30 00:00:00+00,19831984,Accidental,Escape,,,6001388.0652,13735.9035488
217,1984/01/11 00:00:00+00,1984/01/12 00:00:00+00,Simpsons Ck 1 (FT),7.5003215,Bushfire,1984/01/11 00:00:00+00,19831984,Undetermined,Unknown,,,75003.2149921,1030.27392013
218,1984/02/02 00:00:00+00,1984/02/04 00:00:00+00,Simpsons Ck 2 (FT),19.20228319,Bushfire,1984/02/02 00:00:00+00,19831984,Deliberate,Arson,,,192022.831879,2355.8227121
222,1984/02/11 00:00:00+00,1984/02/13 00:00:00+00,Fergus 1 (FT),100.57843105,Bushfire,1984/02/11 00:00:00+00,19831984,Accidental,Accident,,,1005784.31049,3757.32693215
224,1984/02/27 00:00:00+00,1984/02/28 00:00:00+00,Sounds River 1 (FT),5.64238968,Bushfire,1984/02/27 00:00:00+00,19831984,Accidental,Escape,,,56423.8967923,905.65109072
400,1994/04/27 00:00:00+00,1994/04/28 00:00:00+00,Peppers Road 1 (FT),45.86642886,Bushfire,1994/04/27 00:00:00+00,19931994,Accidental,Escape,,,458664.288573,3847.47764291
125530,2006/09/01 00:00:00+00,2006/09/04 00:00:00+00,Gordons Hill,1.93341392,Bushfire,2006/09/01 00:00:00+00,20062007,Deliberate,Arson,,7 separate fires along walking track,19334.1391637,1044.63474966
125573,2006/09/02 00:00:00+00,2006/09/02 00:00:00+00,Millington Beach,0.01304108,Bushfire,2006/09/02 00:00:00+00,20062007,Undetermined,Other,,"No PWS attendance, TFS responded, probable cause was campfire",130.41078444,44.6489964589
125782,2006/09/10 00:00:00+00,2006/09/12 00:00:00+00,Quiet Corner (Adventure Bay),0.81481113,Bushfire,2006/09/10 00:00:00+00,20062007,Deliberate,Arson,,,8148.11134549,691.415833046
125863,2006/09/13 00:00:00+00,2006/09/13 00:00:00+00,Magnolia Road Risdon Vale,0.02601394,Bushfire,2006/09/13 00:00:00+00,20062007,Undetermined,Undetermined cause,,Boundary and location estimated,260.139422915,67.0346985421
